Unnamed: 0,gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
450,Female,58,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
451,Female,49,Married,Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
452,Male,39,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
454,Female,71,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
455,Male,29,Single,Higher/Sub Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
456,Female,66,Married,No Qualification,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
457,Male,75,Married,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
458,Female,45,Divorced,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
459,Female,69,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
460,Female,49,Divorced,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
461,Male,63,Married,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
462,Male,61,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
463,Female,55,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
464,Male,57,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
465,Female,60,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
466,Male,58,Married,GCSE/O Level,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
469,Female,50,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
470,Male,40,Married,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
471,Female,34,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
472,Female,77,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
473,Male,47,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
474,Female,68,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
475,Male,31,Married,Higher/Sub Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
476,Male,41,Married,Degree,British,Asian,"20,800 to 28,600",Midlands & East Anglia,No,,,
478,Male,66,Married,A Levels,British,Asian,"5,200 to 10,400",Midlands & East Anglia,No,,,
479,Female,80,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
480,Female,45,Married,Degree,British,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
481,Male,63,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
482,Male,62,Married,Degree,Scottish,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
483,Female,49,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
484,Male,33,Married,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
485,Female,16,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
486,Male,58,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
487,Female,33,Separated,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
488,Male,65,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
489,Female,39,Single,Degree,Irish,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
491,Female,31,Married,A Levels,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
492,Male,79,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
494,Female,54,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
496,Female,87,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
497,Male,32,Single,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
498,Male,72,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
500,Male,77,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
501,Female,63,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
502,Male,56,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
504,Female,24,Married,A Levels,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
506,Male,71,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
507,Female,48,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
508,Male,38,Separated,ONC/BTEC,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
509,Female,55,Divorced,A Levels,English,White,"Under 2,600",Midlands & East Anglia,No,,,
510,Male,50,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
511,Male,30,Single,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
512,Female,72,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
513,Male,59,Married,Other/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
514,Female,68,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
515,Male,48,Married,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
516,Male,42,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
517,Female,72,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
518,Male,54,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
520,Female,86,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
522,Female,30,Single,Degree,British,Chinese,"15,600 to 20,800",Midlands & East Anglia,No,,,
525,Male,67,Married,Other/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
526,Female,33,Divorced,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
528,Female,54,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
529,Male,86,Married,No Qualification,English,White,Unknown,Midlands & East Anglia,No,,,
530,Female,69,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
531,Female,23,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
533,Male,79,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
534,Male,21,Single,A Levels,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
535,Female,37,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
537,Male,79,Single,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
541,Female,64,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
542,Female,51,Separated,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
545,Female,42,Single,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
546,Female,47,Divorced,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
547,Male,73,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
549,Male,24,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
550,Female,69,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
551,Female,61,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
552,Female,83,Single,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,No,,,
553,Female,80,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
554,Female,80,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
555,Female,26,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
556,Female,34,Separated,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
557,Male,34,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
560,Male,36,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
561,Female,39,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
563,Female,89,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
565,Female,32,Divorced,GCSE/O Level,English,Asian,"10,400 to 15,600",Midlands & East Anglia,No,,,
568,Female,18,Single,A Levels,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
569,Male,44,Divorced,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
570,Female,75,Married,GCSE/CSE,Other,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
571,Female,65,Married,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,No,,,
572,Female,54,Married,ONC/BTEC,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
573,Male,32,Married,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
574,Female,57,Married,Higher/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
576,Female,58,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
577,Female,30,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
578,Female,57,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
580,Female,78,Separated,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
583,Female,56,Separated,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
584,Male,51,Married,Other/Sub Degree,Scottish,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
585,Male,71,Married,Other/Sub Degree,British,Black,"5,200 to 10,400",Midlands & East Anglia,No,,,
586,Female,74,Widowed,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
588,Female,80,Widowed,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
589,Female,51,Married,ONC/BTEC,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
590,Female,53,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
591,Male,80,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
593,Female,82,Widowed,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
594,Male,58,Married,A Levels,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
595,Female,78,Married,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
598,Female,51,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
599,Male,48,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
600,Female,37,Married,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
602,Male,55,Married,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
603,Female,48,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
604,Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
605,Female,56,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
606,Female,71,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
607,Male,30,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
608,Female,73,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
610,Male,79,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
612,Female,49,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
613,Female,74,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
614,Male,33,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
615,Female,81,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
616,Female,63,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
617,Female,78,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
619,Male,73,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
620,Female,34,Married,A Levels,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
622,Female,16,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
623,Male,72,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
624,Female,66,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
625,Female,41,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
627,Male,42,Single,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
628,Female,54,Separated,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
629,Male,70,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
630,Female,29,Married,GCSE/CSE,British,Asian,"20,800 to 28,600",Midlands & East Anglia,No,,,
632,Female,19,Single,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
633,Male,44,Married,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
635,Male,68,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
636,Female,80,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
637,Male,85,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
638,Male,65,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
639,Female,88,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
640,Female,76,Widowed,No Qualification,English,White,Unknown,Midlands & East Anglia,No,,,
641,Male,81,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
643,Female,34,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
644,Female,55,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
645,Male,77,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
646,Female,33,Married,Degree,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
647,Male,82,Single,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
648,Female,77,Widowed,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
649,Male,19,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
650,Female,70,Widowed,Other/Sub Degree,British,White,Refused,Midlands & East Anglia,No,,,
651,Female,74,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
652,Female,57,Married,Other/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
653,Female,44,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
654,Female,38,Single,Degree,British,White,Refused,Midlands & East Anglia,No,,,
655,Male,43,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
656,Female,57,Separated,No Qualification,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
658,Male,17,Single,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
659,Male,60,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
660,Female,50,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
662,Female,78,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
663,Male,60,Single,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
665,Male,59,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
666,Male,65,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
667,Female,55,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
668,Female,32,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
669,Male,41,Single,Higher/Sub Degree,English,Mixed,"Under 2,600",Midlands & East Anglia,No,,,
670,Female,31,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
672,Female,30,Single,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
673,Female,19,Single,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
674,Female,76,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
675,Male,73,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
677,Male,34,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
678,Female,59,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
680,Female,27,Single,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
681,Female,45,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
682,Female,69,Widowed,Other/Sub Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
683,Male,76,Married,Degree,Other,White,"Above 36,400",Midlands & East Anglia,No,,,
684,Female,54,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
685,Male,72,Married,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
686,Female,89,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
688,Female,60,Married,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
689,Female,39,Married,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
692,Male,26,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
693,Female,52,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
694,Female,54,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
696,Female,59,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
697,Male,30,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
698,Male,41,Married,GCSE/O Level,Scottish,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
699,Female,26,Single,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
700,Female,27,Married,GCSE/O Level,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
702,Male,29,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
703,Female,36,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
704,Male,43,Divorced,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
705,Male,29,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
707,Female,81,Married,No Qualification,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
711,Female,44,Widowed,No Qualification,British,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
712,Male,64,Married,GCSE/O Level,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
713,Female,35,Married,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
714,Male,40,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
715,Female,65,Single,A Levels,Other,Black,"10,400 to 15,600",Midlands & East Anglia,No,,,
716,Female,17,Single,GCSE/O Level,British,Asian,Refused,Midlands & East Anglia,No,,,
717,Male,72,Married,No Qualification,Other,Black,"15,600 to 20,800",Midlands & East Anglia,No,,,
718,Female,29,Married,Degree,British,Black,"Under 2,600",Midlands & East Anglia,No,,,
719,Male,39,Married,No Qualification,British,Asian,"28,600 to 36,400",Midlands & East Anglia,No,,,
720,Male,70,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
721,Male,73,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
722,Male,46,Single,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
723,Male,59,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
724,Female,77,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
726,Male,41,Married,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
728,Male,67,Single,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
729,Female,65,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
730,Male,40,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
731,Male,49,Separated,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
732,Male,34,Single,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
733,Female,64,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
734,Female,44,Widowed,Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
735,Female,72,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
737,Female,53,Married,No Qualification,British,White,Refused,Midlands & East Anglia,No,,,
738,Female,50,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
739,Female,63,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
740,Female,57,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
741,Male,40,Married,Degree,English,White,Refused,Midlands & East Anglia,No,,,
742,Female,88,Divorced,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
743,Male,57,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
744,Female,54,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
745,Female,58,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
746,Female,77,Divorced,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
747,Female,45,Divorced,GCSE/CSE,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
748,Female,31,Single,GCSE/O Level,British,White,"Under 2,600",Midlands & East Anglia,No,,,
749,Male,31,Married,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
750,Male,80,Widowed,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
753,Female,70,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
755,Male,30,Married,GCSE/CSE,Other,White,"Above 36,400",Midlands & East Anglia,No,,,
756,Female,70,Divorced,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
757,Male,57,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
758,Female,76,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
759,Female,89,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
760,Male,81,Married,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
761,Female,30,Single,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
762,Female,39,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
764,Female,39,Married,A Levels,Other,White,Refused,Midlands & East Anglia,No,,,
765,Female,76,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
766,Male,62,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
767,Female,66,Married,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
768,Female,53,Separated,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
769,Male,60,Married,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
770,Female,36,Married,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
771,Female,40,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
774,Female,25,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
775,Male,58,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
776,Female,49,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
777,Female,48,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
778,Female,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
779,Male,88,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
780,Male,35,Married,A Levels,British,Chinese,"10,400 to 15,600",Midlands & East Anglia,No,,,
781,Male,43,Married,Degree,British,Black,"20,800 to 28,600",Midlands & East Anglia,No,,,
782,Female,69,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
785,Male,78,Married,Degree,British,White,Refused,Midlands & East Anglia,No,,,
786,Male,58,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
788,Female,46,Married,Degree,British,Mixed,"20,800 to 28,600",Midlands & East Anglia,No,,,
789,Female,65,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
791,Female,40,Separated,GCSE/CSE,British,Asian,"5,200 to 10,400",Midlands & East Anglia,No,,,
792,Male,79,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
793,Male,36,Married,No Qualification,British,Asian,"10,400 to 15,600",Midlands & East Anglia,No,,,
794,Female,39,Married,No Qualification,Other,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
795,Male,24,Married,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
797,Female,26,Single,A Levels,English,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
798,Female,45,Widowed,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,No,,,
800,Male,77,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
801,Female,78,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
802,Male,25,Single,Degree,Scottish,White,Refused,Midlands & East Anglia,No,,,
803,Male,36,Married,GCSE/CSE,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
804,Male,17,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
805,Male,55,Married,GCSE/O Level,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
806,Female,70,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
808,Female,59,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
809,Female,32,Married,Other/Sub Degree,British,White,"Under 2,600",Midlands & East Anglia,No,,,
810,Female,34,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,No,,,
811,Male,58,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
812,Male,44,Married,GCSE/O Level,British,White,"Above 36,400",Midlands & East Anglia,No,,,
814,Female,34,Married,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
815,Male,32,Single,GCSE/CSE,English,White,Refused,Midlands & East Anglia,No,,,
816,Male,38,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
817,Male,28,Single,GCSE/CSE,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
